M_th,R_max,R_min,cd,d2s,n,nils,slope,t_dev,thickness
0.2862379827986135,45.239618697749584,0.037461157866721516,31.998040029680638,1.6586959968229207,19.964013404252817,4.726316358082366,-25.22826852000112,44.57305496073234,30.0
0.28847490675016324,239.44520020787695,0.24723034604621916,32.028011750582934,0.448168524006542,5.872932564058353,4.72631692212628,-64.49658117542415,40.70053023686859,30.0
0.3772634727120998,22.956946780081367,0.003929946894079635,32.052402711332284,0.946670292524799,4.001880603575937,4.7263201806360975,-38.30482389511455,8.571984101809612,30.0
0.3715863411187955,22.782295667496566,0.008670619902349923,31.976532940921537,1.4243361991974917,13.785038252883123,4.726317214842776,-23.047531223486196,21.447635738729247,30.0
0.418138286615477,59.215664439091654,1.0530200986619123,31.888972945882365,0.4374383013113611,5.046629068214122,4.717740582955653,-79.19774616232324,18.61473113781708,30.0
0.5400993823425462,39.33149275589958,0.01599388536750706,31.960324246836873,0.563213140044347,4.91451218671328,4.726313899949493,-33.922915894121104,12.3867258515905,30.0
0.49152365505777557,218.43230208532492,0.1484978350309128,32.077179728765884,0.36410862248485737,6.048333006641703,4.717742762943507,-106.04896558402993,95.10620481679287,80.0
0.5459066580339544,91.54585606455633,0.014827116619303646,31.98380040125486,0.505899299500685,7.293008712142946,4.7263145841572065,-27.989060564142804,32.56656846230286,30.0
0.4259439581288602,28.07438875719297,0.04948487797209933,31.98086903899327,1.0145393075083269,8.190604036628516,4.726318172947785,-34.20903906250955,44.833616466238034,80.0
0.5321275046749836,239.61937024089028,2.1950598368796492,,nan,20.52022168174222,,,73.3709612042717,80.0
0.5058513973663974,26.324540370542923,0.035831632809542616,31.958239329317934,0.9433986322422252,20.184570482948335,4.7263159509538575,-30.144931962337132,116.6686345987711,50.0
0.3704983234892017,25.864023976920258,0.06384680328462827,31.978210939145924,1.1531840247222047,10.358550246782471,4.726314943536538,-39.95478371645545,71.45573478521736,80.0
0.3271618130486831,220.27113333131376,0.1520532460795822,31.98478842798953,1.6644482733560886,29.285579540123255,4.726312989597398,-25.46381963603578,14.787044538301545,30.0
0.46359175141269293,58.320413263051535,1.078718403805016,31.958099870464494,0.9936829527197988,7.899524986680262,4.726312787362383,-58.73876098831416,8.041449475603347,80.0
0.29196627079264814,91.6015092969672,0.7628770887947975,31.98810057567264,0.986826552101985,7.999946922739914,4.717744293082321,-120.577760670316,22.910970130776345,80.0
0.5261974008570967,57.56718196090891,0.014823774473857035,31.989558024628494,1.2882816604474852,18.133383640155948,4.726316810019181,-22.351305697030234,19.686139543447972,80.0
0.5036795329719753,46.400775667172624,0.7000572413182952,32.01699083378708,0.6581586138205656,8.880612594415151,4.7263161228234924,-58.627517649214596,12.677388673882115,30.0
0.4795503664848283,79.06322622353994,0.09306101262954056,32.06435284438011,0.4420051462097939,4.228311004589115,4.726316303228035,-59.39214962043167,41.91370410994292,80.0
0.4420310153953727,95.31773212032793,0.06101995694568967,32.035477866708675,1.4592747141020614,28.832861691821204,4.726319329750296,-23.03881784943756,11.406146633294242,30.0
0.5123236799744418,115.77255133673376,0.019956628922643747,31.971018744576668,1.0948283138689252,20.023793040035624,4.726317729059261,-22.160366626053424,11.66437710766187,30.0
0.3525383284345766,27.161457769032836,0.010314128312810625,31.966010753673395,2.265073914603653,21.13471762603823,4.7263173142668276,-22.126110919915522,15.34568446362542,80.0
0.2713165835924891,69.37580012424603,0.5763890398154708,31.77810949500189,0.642400727854118,7.714727792352739,4.64917657127736,-176.67615576112584,59.33430251893,50.0
0.5394988888591705,148.57832447977574,0.22963476745778613,32.005132535766734,0.46395559496400773,15.197286585032462,4.717740387557287,-172.3794169636251,86.27731349303224,30.0
0.40404371933473016,65.4240049503276,0.007223997519576055,32.032593887522886,1.149198660016062,11.679907809326664,4.726316782032301,-23.876612351706555,13.135347681394785,30.0
0.4666854337142232,22.862685274032753,0.00484014838966255,31.972449044579292,1.3758701457904574,19.10476187714509,4.726319906977405,-22.016416383128654,11.081966261076344,30.0
0.5244953663779164,64.48147830098682,0.1223273029190367,31.974465793398537,0.8864048544708332,7.714616543910256,4.726315324676424,-31.60983503876292,10.663121185402476,80.0
